NCBI GeneID,Transcript Accession,Transcript_length
6725626,XM_016173694.2,658
6725627,XM_016173695.3,900
6725628,XM_016173696.3,984
6725628,XM_002106599.4,977
6725629,XM_016172751.3,1857
6725629,XM_016172750.2,1938
6725629,XM_016172752.3,2295
6725630,XM_039297612.2,3624
6725630,XM_039297613.2,3553
6725630,XM_039297610.2,3628
6725630,XM_039297614.2,3682
6725630,XM_039297611.2,3626
6725631,XM_039297608.2,10404
6725631,XM_039297609.2,10202
6725633,XM_002106604.4,1997
6725635,XM_039296351.2,10595
6725635,XM_039296352.2,3941
6725636,XM_016172748.3,2334
6725636,XM_039296353.2,2340
6725637,XM_039296605.2,2423
6725638,XM_016173699.2,1136
6725640,XM_002106611.4,2110
6725641,XM_016172746.3,783
6725642,XM_002106613.3,853
6725643,XM_002106614.4,649
6725644,XM_016173702.3,1835
6725644,XM_016173703.3,1832
6725646,XM_016173707.3,2371
6725647,XM_039296484.2,12660
6725648,XM_002106619.4,680
6725650,XM_016173709.3,2335
6725650,XM_016173710.3,2273
6725651,XM_016172744.3,3009
6725651,XM_016172743.3,2996
6725651,XM_016172742.3,2597
6725653,XM_002106624.3,572
6725654,XM_002106625.4,1089
6725655,XM_002106626.4,810
6725656,XM_002106627.2,617
6725657,XM_002106628.2,581
6725659,XM_016172741.3,6560
6725659,XM_044923788.1,7387
6725659,XM_016172740.3,2190
6725660,XM_002106631.4,978
6725661,XM_016173712.3,5853
6725662,XM_002106632.4,3827
6725663,XM_002106633.4,2253
6725664,XM_039297824.2,3088
6725665,XM_002106635.3,694
6725666,XM_002106636.4,793
6725667,XM_002106637.4,490
6725668,XM_039296453.2,4184
6725669,XM_002106638.4,1314
6725671,XM_039296439.1,7806
6725671,XM_039296438.1,7852
6725671,XM_016173739.2,7225
6725671,XM_016173738.2,7153
6725671,XM_016173740.2,7048
6725671,XM_016173722.3,3567
6725671,XM_016173719.3,3561
6725671,XM_016173727.3,3537
6725671,XM_039296440.2,7806
6725671,XM_016173733.3,3894
6725671,XM_016173745.3,3888
6725671,XM_016173728.3,3864
6725671,XM_016173723.2,3745
6725671,XM_039296442.1,4586
6725671,XM_039296430.2,7986
6725671,XM_039296434.2,7860
6725671,XM_039296437.2,7785
6725671,XM_016173743.3,6645
6725671,XM_016173716.3,6564
6725671,XM_016173731.2,4383
6725671,XM_039296433.1,7904
6725671,XM_039296432.1,7910
6725671,XM_039296435.1,7829
6725671,XM_016173718.2,7538
6725671,XM_039296431.1,7961
6725671,XM_039296436.1,7808
6725671,XM_039296441.2,6916
6725671,XM_016173744.3,6269
6725671,XM_039296443.2,6910
6725671,XM_039296448.2,6829
6725671,XM_039296450.2,6784
6725671,XM_039296452.2,6709
6725671,XM_039296444.2,6910
6725671,XM_039296447.2,6886
6725671,XM_039296449.2,6805
6725671,XM_039296451.2,6760
6725671,XM_039296445.2,6821
6725672,XM_016172734.2,1298
6725673,XM_016172733.3,1392
6725675,XM_039296459.2,1839
6725676,XM_016172730.3,3940
6725676,XM_016172731.3,3958
6725676,XM_039296455.2,3486
6725676,XR_006542118.1,3566
6725676,XR_006542117.1,3584
6725677,XM_016173749.3,3001
6725677,XM_039296458.2,2889
6725678,XM_016173751.3,3510
6725678,XM_016173750.3,1866
6725680,XM_002106648.4,2153
6725681,XM_002106649.4,2702
6725682,XM_016173754.3,1526
6725685,XM_016172729.3,6762
6725686,XM_002106653.4,806
6725687,XM_002106654.4,705
6725687,XM_039297246.2,433
6725688,XM_039296362.2,2549
6725690,XM_016173756.3,1996
6725691,XM_016172724.3,3604
6725691,XM_016172726.3,3793
6725691,XM_016172728.3,3796
6725691,XM_016172727.3,3799
6725691,XM_016172725.3,3922
6725691,XM_016172723.3,4457
6725692,XM_016173757.3,3158
6725693,XM_002106660.4,679
6725695,XM_039297421.2,7097
6725695,XM_039297422.2,7031
6725695,XM_039297419.2,5466
6725695,XM_039297420.2,5400
6725696,XM_039297424.2,4570
6725696,XM_016173760.3,3859
6725696,XR_005544640.2,4581
6725698,XM_039297428.2,3197
6725698,XM_039297430.2,2825
6725698,XM_039297425.2,3092
6725698,XM_039297431.2,3008
6725698,XM_039297427.2,2926
6725698,XM_039297429.2,2842
6725698,XM_039297426.2,2720
6725698,XM_016173765.3,2581
6725698,XM_016173766.3,2497
6725699,XM_002106666.4,678
6725700,XM_016172722.3,2929
6725701,XM_039297616.2,3715
6725701,XM_044923754.1,3463
6725701,XM_039297617.2,3433
6725702,XM_002106669.4,1505
6725703,XM_002106670.4,3044
6725706,XM_002106673.4,2926
6725707,XM_044923755.1,975
6725708,XM_016172721.3,576
6725709,XM_016172720.3,458
6725711,XM_039297615.2,2039
6725712,XM_016173773.3,3452
6725713,XM_002106680.3,986
6725714,XM_016172719.3,4042
6725715,XM_002106682.4,1002
6725716,XM_016173779.3,3345
6725716,XM_016173780.3,1304
6725716,XM_016173783.3,1856
6725716,XM_016173774.3,1699
6725716,XM_016173781.3,903
6725716,XM_016173777.3,2032
6725716,XM_039297047.2,1976
6725716,XM_016173782.3,1840
6725716,XM_016173775.3,1846
6725717,XM_016172717.3,3177
6725717,XM_016172716.3,3077
6725717,XM_016172718.3,3061
6725719,XM_039297046.2,2137
6725719,XM_016172715.3,3260
6725719,XM_016172714.3,3255
6725719,XM_039297045.2,3130
6725722,XM_002106688.4,3295
6725724,XM_016172711.3,2094
6725725,XM_039297897.2,5165
6725726,XM_002105671.4,4149
6725727,XM_002106692.4,1788
6725729,XM_039297898.2,1427
6725730,XM_016173786.3,1515
6725731,XM_016172709.3,1576
6725732,XM_016172704.3,4338
6725732,XM_039296342.2,4501
6725732,XM_016172703.3,4588
6725732,XM_016172706.3,4392
6725732,XM_016172705.3,4172
6725734,XM_002106699.4,873
6725735,XM_002106700.4,742
6725736,XM_002106701.4,1132
6725736,XM_016172702.3,766
6725737,XM_002106702.4,3976
6725738,XM_044923728.1,10307
6725738,XM_044923713.1,10622
6725738,XM_044923712.1,10625
6725738,XM_044923710.1,10628
6725738,XM_044923716.1,10571
6725738,XM_044923719.1,10376
6725738,XM_044923714.1,10604
6725738,XM_044923718.1,10430
6725738,XM_044923707.1,10631
6725738,XM_044923721.1,10328
6725738,XM_044923715.1,10583
6725738,XM_044923711.1,10628
6725738,XM_044923730.1,10307
6725738,XM_044923727.1,10310
6725738,XM_044923732.1,10112
6725738,XM_044923725.1,10313
6725738,XM_044923717.1,10541
6725738,XM_044923720.1,10370
6725738,XM_044923723.1,10316
6725738,XM_044923709.1,10631
6725738,XM_044923729.1,10307
6725738,XM_044923726.1,10310
6725738,XM_044923724.1,10313
6725738,XM_044923722.1,10316
6725738,XM_044923708.1,10631
6725738,XM_044923731.1,10307
6725738,XM_016172689.3,10925
6725738,XM_016172668.3,10911
6725738,XM_039297582.2,8901
6725738,XR_006542097.1,10562
6725741,XM_016172665.3,2386
6725741,XM_016172664.3,800
6725742,XM_002106706.4,990
6725743,XM_039296699.2,2351
6725744,XM_016172662.3,4753
6725744,XM_016172661.3,4530
6725745,XM_002106709.4,2254
6725746,XM_016173788.3,1139
6725746,XM_016173787.2,1154
6725746,XM_002106710.4,1146
6725747,XM_002106711.4,714
6725748,XM_002106712.4,1299
6725749,XM_002106713.4,1640
6725750,XM_016172660.3,4557
6725750,XM_016172659.3,4569
6725751,XM_002106715.4,1531
6725752,XM_002106716.3,1931
6725756,XM_016172657.2,1364
6725757,XM_016173789.3,4888
6725757,XM_044923542.1,4822
6725757,XM_039296494.2,4723
6725757,XM_039296496.2,4525
6725757,XM_039296497.2,4302
6725758,XR_006542040.1,2751
6725758,XR_001599819.3,2850
6725759,XM_002106722.4,588
6725761,XM_002106724.4,515
6725763,XM_002106726.4,1192
6725763,XM_039296728.2,1259
6725764,XM_039296739.2,6005
6725765,XM_002106728.4,2228
6725769,XM_002106732.3,1293
6725770,XM_039297391.2,14903
6725770,XM_044923645.1,14876
6725770,XM_039297392.2,14814
6725770,XM_039297396.2,13861
6725770,XM_039297394.2,13963
6725770,XM_039297397.2,13936
6725770,XM_039297395.2,13957
6725775,XM_002106738.3,1356
6725776,XM_002106739.4,2139
6725777,XM_002106740.4,912
6725779,XM_044923554.1,3242
6725779,XM_016173794.3,3077
6725779,XM_039296490.2,6072
6725780,XM_039296389.2,3779
6725780,XM_039296390.2,3707
6725781,XM_002106744.3,1265
6725782,XM_016173799.3,2624
6725783,XM_002105674.4,2466
6725785,XM_016173800.3,2352
6725786,XM_039297828.2,9118
6725786,XM_039297829.2,6868
6725786,XR_006542123.1,9051
6725788,XM_039296357.2,5680
6725788,XM_039296360.2,5651
6725788,XM_039296356.2,5717
6725789,XM_002106750.4,2553
6725789,XM_039296361.2,2168
6725790,XM_016173801.3,1089
6725791,XM_039296811.2,1199
6725792,XM_002106753.4,1228
6725795,XM_039297629.2,12956
6725795,XM_044923746.1,12715
6725795,XM_039297628.2,13156
6725795,XM_044923747.1,13138
6725795,XM_044923745.1,13173
6725795,XM_039297632.2,12378
6725795,XM_039297630.2,12464
6725796,XM_002106757.4,1855
6725797,XM_016172651.3,2912
6725798,XM_016173803.3,3172
6725798,XM_016173805.3,3081
6725798,XM_016173804.3,2942
6725799,XM_039296368.2,5127
6725799,XM_016172650.3,5065
6725799,XM_039296370.2,4984
6725799,XM_039296369.2,5079
6725800,XM_002106760.4,2142
6725802,XM_016172649.3,5659
6725807,XM_016172647.3,2296
6725808,XM_039296973.2,4141
6725808,XM_039296974.2,3961
6725808,XM_039296972.2,3234
6725808,XM_039296971.2,3227
6725808,XM_039296975.2,3218
6725808,XM_016173811.3,3181
6725808,XM_016173810.3,3172
6725809,XM_016173813.3,2064
6725810,XM_016173814.3,2858
6725811,XM_044923595.1,2642
6725811,XM_044923596.1,2644
6725811,XM_016172646.3,2704
6725813,XM_002106773.4,585
6725815,XM_016172645.3,788
6725817,XM_044923741.1,9172
6725817,XM_039297814.1,5753
6725817,XM_039297815.1,5747
6725817,XM_044923739.1,5501
6725817,XM_044923738.1,5354
6725817,XM_044923740.1,3656
6725818,XM_016172644.3,5148
6725818,XM_016172642.3,5223
6725818,XR_005544673.2,2666
6725819,XM_002106779.2,755
6725821,XM_039296366.2,1433
6725822,XM_002106782.4,1620
6725823,XM_002106783.4,1214
6725823,XR_001599848.3,1087
6725824,XM_039296364.2,2216
6725824,XM_039296365.1,1986
6725825,XM_016173817.3,3258
6725826,XM_016172641.3,1094
6725830,XM_002106790.4,2418
6725831,XM_002106791.4,1940
6725832,XM_002106792.4,1893
6725833,XM_016172638.3,2892
6725833,XM_016172639.3,2952
6725835,XM_016173819.3,825
6725836,XM_039296953.2,2347
6725837,XM_016172636.3,1152
6725839,XM_016172634.3,5983
6725839,XM_016172635.3,6301
6725839,XM_016172633.3,5403
6725840,XM_016173820.3,1465
6725840,XM_016173821.3,1461
6725840,XM_016173822.3,1429
6725841,XM_016172632.3,4397
6725841,XM_039296644.2,4424
6725844,XM_039296638.2,5207
6725844,XM_039296640.2,5448
6725844,XM_039296639.2,5482
6725844,XM_039296641.2,5365
6725844,XM_039296637.2,5512
6725844,XM_039296643.2,4905
6725844,XM_039296642.2,4934
6725845,XM_016173823.3,3129
6725847,XM_016173826.3,1687
6725847,XM_016173824.3,1255
6725847,XM_016173825.3,1133
6725850,XM_044923796.1,3300
6725850,XM_039298090.2,2140
6725850,XM_044923797.1,2067
6725850,XM_044923798.1,2007
6725850,XM_039298091.2,1970
6725850,XM_039298092.2,2278
6725850,XM_039298087.1,2685
6725850,XM_039298088.1,2736
6725851,XM_016173828.3,1079
6725851,XM_039298093.2,1065
6725853,XM_016172627.3,737
6725853,XM_016172628.3,696
6725854,XM_002106814.4,1328
6725855,XM_016173830.2,4774
6725855,XM_016173829.2,4771
6725856,XM_016173831.3,1258
6725857,XM_039297882.2,2454
6725857,XM_039297885.2,2411
6725857,XM_039297883.2,2535
6725859,XM_002106819.4,544
6725860,XM_016172626.3,1158
6725861,XM_002106821.3,1107
6725863,XM_016173836.3,2506
6725866,XM_002106826.4,1762
6725867,XM_039297979.2,7630
6725869,XM_016172623.3,1085
6725870,XM_016173839.3,6618
6725870,XM_016173841.3,4255
6725870,XM_016173840.3,6179
6725871,XM_002106831.2,1074
6725872,XM_016173842.3,1115
6725873,XM_002106833.3,866
6725875,XM_039298039.2,4296
6725875,XM_016173845.3,1104
6725876,XM_016172610.3,1649
6725876,XM_016172622.3,1673
6725876,XM_016172615.3,1602
6725876,XM_039298040.2,1671
6725876,XM_016172614.3,1650
6725876,XM_016172620.3,1674
6725876,XM_016172611.3,1604
6725876,XM_016172603.3,1666
6725876,XM_016172616.3,1646
6725876,XM_016172613.3,1645
6725876,XM_016172621.3,1669
6725876,XM_016172604.3,1673
6725876,XM_016172605.3,1599
6725876,XM_016172619.3,1668
6725876,XM_016172608.3,1648
6725876,XM_016172607.3,1671
6725876,XM_016172609.3,1651
6725876,XM_016172602.3,1601
6725876,XM_016172601.3,1643
6725876,XM_016172612.3,1671
6725876,XM_016172618.3,1646
6725876,XM_016172606.3,1674
6725877,XM_039296960.2,5190
6725877,XM_039296962.2,4566
6725877,XM_039296957.2,5092
6725877,XM_039296958.2,5067
6725877,XM_039296963.2,3060
6725877,XM_039296959.2,4901
6725877,XM_039296961.2,4281
6725878,XM_002106838.4,1352
6725879,XM_016173847.2,3833
6725879,XM_016173846.3,3797
6725880,XM_002106840.3,2243
6725881,XM_002106841.4,1450
6725882,XM_002106842.4,1393
6725882,XM_039297851.1,982
6725883,XM_016172600.3,4494
6725884,XM_016173859.3,6404
6725884,XM_016173860.3,6389
6725884,XM_016173856.3,6290
6725884,XM_039297845.2,5714
6725884,XM_039297832.2,6435
6725884,XM_039297835.2,6426
6725884,XM_039297836.2,6420
6725884,XM_039297838.2,6411
6725884,XM_039297841.2,5853
6725884,XM_039297842.2,5844
6725884,XM_039297837.2,6411
6725884,XM_039297839.2,6336
6725884,XM_039297840.2,6312
6725884,XM_039297833.2,6432
6725884,XM_039297843.2,5646
6725884,XM_039297846.2,5079
6725884,XM_039297847.2,4879
6725884,XM_039297848.2,4864
6725884,XM_016173863.3,4399
6725884,XM_039297849.2,3610
6725884,XM_039297850.2,3043
6725884,XM_039297844.2,6129
6725885,XM_039296508.2,4187
6725885,XM_016172598.3,4186
6725886,XM_002106845.4,3523
6725886,XM_039296509.2,3208
6725887,XM_002106846.4,942
6725888,XM_039296506.2,4498
6725888,XM_016173870.3,4459
6725888,XM_016173864.3,4621
6725888,XM_016173865.3,4582
6725888,XM_039296505.2,4582
6725888,XM_044923572.1,4143
6725888,XR_001599851.3,5384
6725888,XR_001599850.3,4871
6725888,XR_001599852.3,5345
6725888,XR_001599856.3,5306
6725889,XM_002106848.4,1401
6725890,XM_002106849.3,978
6725892,XM_002106851.4,1200
6725893,XM_002106852.4,1463
6725894,XM_039296500.1,5139
6725894,XM_016173871.2,5109
6725894,XM_039296501.1,5115
6725894,XM_016173874.2,5085
6725894,XM_016173877.3,3869
6725894,XM_016173876.3,3845
6725894,XM_039296502.1,4191
6725894,XM_039296503.2,2513
6725895,XM_002106854.3,1199
6725896,XM_002106855.4,1399
6725896,XM_039298143.2,1002
6725898,XM_039296970.2,10601
6725899,XM_016172595.3,10786
6725899,XM_016172594.3,10901
6725899,XM_039296994.2,14953
6725899,XM_039296993.2,15019
6725914,XM_016173882.3,2042
6725921,XM_016173883.3,1851
6725921,XM_039296721.2,1569
6725923,XM_002106873.3,848
6725924,XM_039296861.2,1376
6725924,XM_039296862.2,1346
6725925,XM_002105677.4,2368
6725926,XM_002106875.4,627
6725927,XM_039297303.2,1191
6725928,XM_002106877.3,648
6725929,XM_039297991.2,3936
6725930,XM_002106878.4,1174
6725931,XM_002106879.4,1455
6725932,XM_039298042.2,4156
6725932,XM_016172592.3,4618
6725933,XM_039298044.2,2783
6725933,XM_039298043.2,2791
6725934,XM_002106882.4,1706
6725935,XM_002106883.4,2215
6725937,XM_039296398.2,1994
6725938,XM_002106886.4,1313
6725939,XM_039296394.2,7799
6725939,XM_039296396.2,7772
6725939,XM_039296395.2,7796
6725940,XM_039296393.2,10229
6725941,XM_002106888.4,1171
6725945,XM_016173900.3,1957
6725945,XM_016173902.3,4984
6725945,XM_016173901.3,4981
6725945,XM_016173899.3,4860
6725946,XM_039296950.1,3525
6725947,XM_002106894.4,1326
6725948,XM_002106895.4,818
6725948,XM_039296837.2,832
6725949,XM_002106896.4,674
6725950,XM_002106897.4,966
6725951,XM_002106898.3,3358
6725951,XM_016172590.2,3393
6725951,XM_016172588.2,3452
6725951,XM_044923550.1,1481
6725952,XM_016172586.3,3344
6725952,XM_016172587.3,2867
6725953,XM_002106900.4,1333
6725954,XM_016172585.2,8183
6725955,XM_002106902.4,697
6725958,XM_016172584.3,2726
6725959,XM_039298095.2,9277
6725959,XM_039298094.2,9374
6725959,XM_039298096.2,9340
6725959,XM_039298097.2,9483
6725959,XM_039298104.2,9066
6725959,XM_039298103.2,9141
6725959,XM_039298098.2,9414
6725959,XM_039298105.2,8903
6725959,XM_039298102.2,9176
6725959,XM_039298101.2,9251
6725959,XM_039298099.2,9257
6725959,XM_039298109.2,4876
6725959,XM_039298107.2,5224
6725959,XM_039298108.2,5113
6725959,XM_039298106.2,5461
6725961,XM_016172582.3,3226
6725961,XM_016172580.3,3149
6725961,XM_039296636.2,2554
6725963,XM_016173908.3,1003
6725963,XM_044923641.1,952
6725964,XM_002106911.4,697
6725965,XM_002106912.4,735
6725966,XM_044923638.1,3350
6725966,XM_016173910.2,3320
6725966,XM_016173912.2,3311
6725966,XM_016173913.2,3281
6725966,XM_044923639.1,3432
6725966,XM_016173911.3,3178
6725967,XM_002106914.4,2265
6725968,XM_016172578.3,1071
6725969,XM_016172576.2,2945
6725969,XM_016172575.3,2286
6725971,XM_016172573.2,2135
6725972,XM_039297247.2,2368
6725973,XM_002106920.4,1716
6725974,XM_016172571.3,2394
6725975,XM_039297435.2,9442
6725975,XM_016173924.3,2635
6725975,XM_016173921.3,9519
6725975,XM_016173914.3,9501
6725975,XM_016173916.3,9516
6725975,XM_016173923.3,9498
6725975,XM_016173915.3,9210
6725975,XM_016173918.3,9513
6725975,XM_016173917.3,9468
6725975,XM_016173922.3,9450
6725975,XM_016173920.3,9513
6725975,XM_016173919.3,9492
6725975,XM_039297436.2,9462
6725975,XM_039297437.2,9456
6725977,XM_039297434.1,16813
6725978,XM_016173927.3,3139
6725979,XM_016173928.3,2198
6725980,XM_016173929.3,736
6725981,XM_002106927.4,1204
6725982,XM_002106928.4,1860
6725984,XM_016172569.3,2114
6725984,XM_002106930.4,2165
6725984,XM_016172568.3,1516
6725985,XM_002106931.4,652
6725986,XM_016173930.3,867
6725986,XM_002106932.4,825
6725987,XM_016172567.2,580
6725988,XM_002106934.4,691
6725989,XM_016173931.3,1908
6725990,XM_002106936.4,641
6725992,XM_016172566.3,5289
6725992,XM_016172564.3,4729
6725992,XR_006542045.1,3797
6725995,XM_002106941.4,1171
6725996,XM_039296547.1,8122
6725996,XM_039296546.2,7756
6725998,XM_016172563.3,843
6725999,XM_016172562.3,685
6726000,XM_039297293.2,1080
6726002,XM_002106948.4,1067
6726005,XM_016173934.3,3873
6726008,XM_002106954.4,2311
6726009,XM_039297017.2,2395
6726010,XM_039297014.2,3747
6726010,XM_039297015.2,3708
6726010,XM_016173938.3,4530
6726011,XM_002106957.4,1787
6726012,XM_016173939.3,4291
6726012,XM_016173940.3,4275
6726012,XM_039297013.2,2415
6726013,XM_039297021.2,4042
6726013,XM_039297018.2,4062
6726013,XM_039297026.2,3950
6726013,XM_039297024.2,4007
6726013,XM_039297022.2,4034
6726013,XM_039297027.1,3943
6726013,XM_016172554.3,3964
6726013,XM_016172556.2,3970
6726013,XM_039297025.1,4000
6726013,XM_016172557.2,4021
6726013,XM_039297023.1,4027
6726013,XM_039297020.1,4054
6726013,XM_039297019.2,2744
6726014,XM_016172551.3,1937
6726017,XM_016172550.2,2203
6726017,XM_039296327.1,1555
6726019,XM_039296321.2,11721
6726019,XM_039296318.2,11805
6726019,XM_039296323.2,11682
6726019,XM_039296320.2,11766
6726019,XM_039296317.2,11850
6726019,XM_039296314.2,12177
6726019,XM_039296315.1,12177
6726019,XM_039296312.1,12261
6726019,XM_039296313.1,12294
6726019,XM_039296319.1,11765
6726019,XM_039296324.1,9307
6726019,XM_039296325.2,9611
6726019,XM_039296326.2,9425
6726019,XM_016172549.3,3791
6726022,XM_002106968.4,1604
6726023,XM_002106969.4,1722
6726024,XM_016172548.3,6549
6726025,XM_016173943.3,435
6726025,XM_016173944.2,1824
6726025,XM_039297650.2,1740
6726026,XM_039297647.2,4969
6726026,XM_039297648.2,4966
6726026,XM_039297649.2,4732
6726029,XM_039297826.2,1006
6726030,XM_016173946.3,550
6726031,XM_002106977.4,1141
6726033,XM_016173948.3,1958
6726034,XM_016172545.3,4031
6726034,XM_039297825.2,3561
6726035,XM_002106981.4,1685
6726036,XM_016173949.3,887
6726038,XM_002106984.4,1698
6726039,XM_002106985.3,2018
6726042,XM_039297438.2,872
6726043,XM_039296697.2,959
6726044,XM_039297264.1,1709
6726044,XM_039297263.2,1803
6726047,XM_039296880.2,5866
6726047,XR_006542059.1,5799
6726049,XM_016173952.3,1170
6726050,XM_002106996.4,903
6726050,XM_039298038.2,530
6726051,XM_002106997.3,1551
6726052,XM_016172535.3,3305
6726053,XM_002106999.3,1164
6726053,XM_016173955.3,1166
6726053,XM_016173953.3,1028
6726053,XM_016173954.3,1025
6726054,XM_039297265.2,16682
6726054,XM_039297267.2,16616
6726054,XM_039297268.2,16607
6726054,XM_039297269.2,16574
6726054,XM_039297266.2,16679
6726055,XM_002107001.4,1509
6726056,XM_016172534.3,638
6726057,XM_016173957.3,820
6726057,XM_002107003.4,815
6726058,XM_002107004.4,1541
6726059,XM_002107005.4,1483
6726060,XM_002107006.3,1215
6726061,XM_002107007.4,4514
6726062,XM_016173958.3,1952
6726063,XM_002107009.4,1281
6726066,XM_002107012.4,954
6726067,XM_016173959.3,4459
6726068,XM_016173960.3,3252
6726069,XM_016173961.3,5269
6726069,XR_005544627.2,4204
6726071,XM_002107017.4,2818
6726072,XM_039297359.2,1272
6726072,XM_044923794.1,1344
6726072,XM_044923793.1,1331
6726073,XM_002107019.4,2114
6726075,XM_016173966.3,2605
6726075,XM_016173965.3,2449
6726077,XM_016172529.3,1341
6726077,XM_039297356.2,1422
6726077,XM_016172532.3,1501
6726077,XM_016172530.3,1743
6726077,XM_016172531.3,1417
6726077,XM_039297357.2,1278
6726078,XM_016172527.3,5713
6726078,XM_016172526.3,5752
6726078,XM_016172525.3,5625
6726081,XM_016173972.3,4018
6726081,XM_016173971.3,3983
6726081,XM_039297342.2,3782
6726082,XM_016173992.3,3694
6726082,XM_016173988.3,3732
6726082,XM_016173990.3,3882
6726082,XM_016173984.3,3876
6726082,XM_016173986.3,3864
6726082,XM_016173989.3,3859
6726082,XM_016173977.3,4563
6726082,XM_016173982.3,3739
6726083,XM_044923734.1,2289
6726083,XM_002107029.4,2477
6726083,XM_016172524.3,2171
6726084,XM_016173993.3,7534
6726084,XM_016173996.3,7530
