NCBI GeneID,Protein Accession,Protein_length
6729502,XP_016036175.1,403
6729502,XP_016036176.1,403
6729503,XP_002104811.2,730
6729505,XP_016036178.1,1207
6729505,XP_016036180.1,1206
6729505,XP_016036181.1,1045
6729506,XP_002104814.1,297
6729506,XP_016036183.1,389
6729508,XP_002104816.1,527
6729511,XP_016036184.1,2812
6729511,XP_044779105.1,2812
6729514,XP_016036187.1,113
6729515,XP_016036188.1,722
6729516,XP_016036189.1,948
6729517,XP_016036190.1,700
6729518,XP_016036191.1,290
6729519,XP_002104827.1,206
6729521,XP_002104829.2,222
6729521,XP_016036196.2,197
6729522,XP_002104830.2,302
6729522,XP_039150582.1,251
6729523,XP_002104831.1,183
6729523,XP_016036197.1,131
6729523,XP_016036199.1,131
6729524,XP_002104832.1,201
6729525,XP_002104833.1,269
6729526,XP_016036200.1,1128
6729526,XP_016036202.1,1143
6729526,XP_016036204.1,1153
6729526,XP_039150579.1,1117
6729526,XP_044779106.1,1129
6729530,XP_002104838.2,195
6729531,XP_002104839.1,231
6729532,XP_016036205.1,774
6729533,XP_016036206.1,254
6729534,XP_016036207.1,333
6729535,XP_016036214.1,1533
6729535,XP_044779364.1,1297
6729536,XP_002104844.1,298
6729539,XP_002104847.2,271
6729540,XP_039150452.1,531
6729542,XP_016036215.1,752
6729544,XP_016036217.1,1159
6729545,XP_039150348.1,406
6729546,XP_002104854.1,367
6729548,XP_016036219.1,992
6729549,XP_039150347.1,839
6729549,XP_044779416.1,839
6729549,XP_044779417.1,839
6729550,XP_002104858.2,419
6729552,XP_016036221.1,897
6729553,XP_016036222.1,783
6729555,XP_002104863.1,235
6729556,XP_016036223.1,773
6729557,XP_016036225.1,967
6729557,XP_016036226.1,967
6729557,XP_016036227.1,967
6729557,XP_039150597.1,967
6729558,XP_002104866.1,177
6729559,XP_002104867.1,513
6729560,XP_016036228.1,506
6729561,XP_002104869.1,623
6729562,XP_039150655.1,786
6729562,XP_039150658.1,785
6729562,XP_044779133.1,790
6729562,XP_044779134.1,790
6729562,XP_044779135.1,790
6729562,XP_044779136.1,789
6729564,XP_002104872.1,429
6729565,XP_002104873.1,250
6729566,XP_016036230.1,249
6729567,XP_002104875.1,250
6729569,XP_002104877.1,84
6729571,XP_016036231.1,2719
6729572,XP_002104880.1,203
6729573,XP_002104881.1,336
6729574,XP_002104882.1,130
6729575,XP_002104883.1,778
6729576,XP_002104884.1,538
6729577,XP_002104885.2,432
6729578,XP_016036232.1,414
6729579,XP_002104887.1,417
6729580,XP_002104888.3,435
6729581,XP_016036233.1,420
6729582,XP_002104890.2,422
6729583,XP_002104891.1,413
6729585,XP_002104893.2,439
6729586,XP_002104894.1,422
6729586,XP_044779132.1,422
6729587,XP_002104895.1,420
6729588,XP_016036234.1,422
6729589,XP_002104897.1,422
6729591,XP_002104899.1,416
6729592,XP_002104900.2,417
6729593,XP_002104901.1,420
6729593,XP_044779107.1,273
6729594,XP_002104902.3,343
6729595,XP_002104903.1,428
6729596,XP_002104904.1,417
6729597,XP_016036238.1,396
6729598,XP_002104906.1,420
6729599,XP_016036240.1,425
6729600,XP_016036241.1,400
6729601,XP_016036243.1,416
6729601,XP_039151927.1,416
6729601,XP_044779217.1,416
6729602,XP_016036244.1,415
6729603,XP_016036245.1,414
6729604,XP_002104912.1,414
6729605,XP_002104913.1,405
6729606,XP_002104914.1,410
6729608,XP_002104916.1,933
6729609,XP_016036247.1,1426
6729610,XP_016036248.1,1426
6729611,XP_002104919.1,657
6729613,XP_016036250.1,1480
6729613,XP_016036251.1,1103
6729613,XP_016036252.1,1480
6729613,XP_016036253.1,1480
6729613,XP_016036255.1,1480
6729614,XP_016036256.1,523
6729615,XP_002104923.1,471
6729616,XP_002104924.1,265
6729618,XP_002104926.1,640
6729619,XP_002104927.2,363
6729620,XP_002104928.1,190
6729622,XP_016036258.1,1311
6729623,XP_002104931.1,103
6729624,XP_016036259.1,526
6729625,XP_039151926.2,723
6729626,XP_002104934.1,523
6729628,XP_016036261.1,99
6729629,XP_002104937.1,212
6729630,XP_002104938.1,614
6729632,XP_002104940.3,547
6729634,XP_016036271.1,146
6729634,XP_016036272.1,173
6729634,XP_016036274.1,127
6729634,XP_016036275.1,187
6729634,XP_039151260.1,139
6729635,XP_002104943.2,652
6729635,XP_016036276.1,624
6729637,XP_016036278.1,502
6729637,XP_016036279.1,501
6729637,XP_039151251.1,697
6729637,XP_044779275.1,697
6729638,XP_016036280.1,509
6729638,XP_016036281.1,509
6729638,XP_016036282.1,509
6729638,XP_016036283.1,509
6729638,XP_016036284.1,509
6729638,XP_039151259.1,509
6729642,XP_016036287.1,336
6729645,XP_002104951.2,1522
6729646,XP_016036288.1,604
6729647,XP_002104953.1,769
6729647,XP_039151429.1,769
6729647,XP_039151430.1,745
6729648,XP_016036289.1,388
6729648,XP_016036290.1,388
6729649,XP_002104955.1,111
6729650,XP_002104956.1,297
6729651,XP_016036291.1,402
6729651,XP_016036292.1,392
6729652,XP_016036294.1,135
6729652,XP_016036297.1,135
6729653,XP_016036300.1,322
6729653,XP_044779279.1,322
6729655,XP_016036306.1,1059
6729655,XP_016036308.1,1059
6729655,XP_016036309.1,861
6729655,XP_016036311.1,862
6729655,XP_016036312.1,862
6729655,XP_016036313.1,1058
6729655,XP_016036315.1,826
6729655,XP_016036316.1,1024
6729655,XP_044779374.1,1023
6729656,XP_016036319.1,927
6729656,XP_016036320.1,868
6729656,XP_016036321.1,830
6729656,XP_016036323.1,1037
6729656,XP_016036327.1,887
6729656,XP_016036328.1,889
6729656,XP_016036329.1,1035
6729656,XP_039151625.1,1076
6729656,XP_039151626.1,1076
6729656,XP_039151627.1,1017
6729656,XP_039151628.1,996
6729656,XP_039151629.1,978
6729656,XP_039151630.1,976
6729656,XP_039151631.1,968
6729656,XP_039151632.1,928
6729656,XP_044779373.1,1076
6729658,XP_002104964.1,300
6729659,XP_002104965.1,276
6729660,XP_002104966.1,283
6729661,XP_002104967.1,302
6729662,XP_002104968.3,174
6729663,XP_002104969.1,405
6729664,XP_002104970.1,145
6729665,XP_002104971.1,165
6729666,XP_002104972.1,164
6729668,XP_002104974.2,296
6729671,XP_002104977.2,409
6729672,XP_002104978.1,134
6729673,XP_002104979.2,515
6729674,XP_016036336.1,206
6729674,XP_016036337.1,206
6729674,XP_016036338.1,206
6729674,XP_039151732.1,206
6729674,XP_039151733.1,206
6729675,XP_002104981.2,268
6729677,XP_016036343.1,728
6729677,XP_016036344.1,608
6729677,XP_016036345.1,723
6729677,XP_016036347.1,613
6729677,XP_016036348.1,728
6729677,XP_044779149.1,728
6729678,XP_002104984.2,459
6729680,XP_002104986.1,270
6729680,XP_016036349.1,269
6729681,XP_002104987.2,685
6729682,XP_002104988.1,424
6729683,XP_002104989.1,421
6729686,XP_016036350.1,700
6729686,XP_016036352.1,696
6729686,XP_016036353.1,696
6729686,XP_016036354.1,692
6729686,XP_039150376.1,693
6729688,XP_002104994.2,388
6729689,XP_016036356.1,494
6729692,XP_016036357.1,613
6729695,XP_016036361.2,2764
6729695,XP_039150364.1,2802
6729695,XP_039150365.1,2776
6729695,XP_039150366.1,2772
6729695,XP_039150367.1,2746
6729709,XP_016036366.1,730
6729709,XP_016036367.1,730
6729709,XP_016036368.1,717
6729709,XP_039151691.1,719
6729710,XP_016036369.1,692
6729712,XP_002105018.1,256
6729713,XP_002105019.1,253
6729714,XP_002105020.1,228
6729715,XP_002105021.1,195
6729716,XP_016036370.2,111
6729717,XP_016036371.1,162
6729717,XP_016036372.1,162
6729718,XP_002105024.1,317
6729719,XP_039151692.1,201
6729720,XP_016036374.1,919
6729723,XP_016036377.1,264
6729724,XP_016036379.1,616
6729725,XP_016036380.1,169
6729725,XP_016036381.1,169
6729725,XP_039150613.1,169
6729726,XP_002105032.1,148
6729727,XP_002105033.2,369
6729730,XP_016036385.1,361
6729730,XP_016036386.1,363
6729730,XP_016036388.1,363
6729730,XP_039151995.1,363
6729730,XP_039151996.1,363
6729730,XP_039151997.1,363
6729731,XP_016036390.1,434
6729732,XP_016036393.1,777
6729733,XP_016036394.1,371
6729734,XP_002105040.1,483
6729735,XP_016036395.1,364
6729736,XP_016036397.1,62
6729736,XP_039150945.1,62
6729737,XP_016036398.1,61
6729738,XP_016036399.1,386
6729741,XP_016036401.1,151
6729743,XP_002105049.1,102
6729744,XP_016036403.1,132
6729745,XP_002105051.2,523
6729746,XP_016036404.1,689
6729746,XP_016036405.1,689
6729747,XP_016036406.1,1299
6729747,XP_016036409.1,1299
6729749,XP_016036413.1,2333
6729749,XP_016036417.1,1851
6729749,XP_016036418.1,1729
6729749,XP_016036425.1,3220
6729749,XP_016036427.1,2428
6729749,XP_016036430.1,2578
6729749,XP_016036431.1,2554
6729749,XP_016036433.1,1862
6729749,XP_016036434.1,2586
6729749,XP_016036435.1,2491
6729749,XP_016036438.1,2516
6729749,XP_016036439.1,2553
6729749,XP_016036444.1,1876
6729749,XP_016036445.1,1756
6729749,XP_039151401.1,3230
6729749,XP_039151402.1,3230
6729749,XP_039151403.1,3205
6729749,XP_039151404.1,3168
6729749,XP_039151406.1,3156
6729749,XP_039151407.1,3135
6729749,XP_039151408.1,3072
6729749,XP_039151409.1,2689
6729749,XP_039151410.1,2683
6729749,XP_039151411.1,2658
6729749,XP_039151412.1,2627
6729749,XP_039151413.1,2621
6729749,XP_039151415.1,2576
6729749,XP_039151416.1,2471
6729749,XP_039151417.1,2444
6729749,XP_039151419.1,2433
6729749,XP_039151420.1,1766
6729749,XP_039151421.1,1739
6729749,XP_044779301.1,3230
6729751,XP_002105057.1,275
6729752,XP_039150907.1,220
6729753,XP_002105059.1,286
6729754,XP_002105060.1,229
6729755,XP_002105061.1,247
6729756,XP_002105062.1,274
6729757,XP_002105063.1,309
6729758,XP_002105064.1,241
6729759,XP_002105065.2,325
6729760,XP_002105066.2,228
6729761,XP_002105067.1,256
6729764,XP_016036449.1,517
6729765,XP_002105071.1,245
6729766,XP_002105072.1,654
6729767,XP_002105073.1,372
6729767,XP_016036453.1,372
6729767,XP_044779421.1,372
6729768,XP_002105074.1,397
6729768,XP_016036454.1,393
6729768,XP_016036455.1,402
6729769,XP_016036456.1,911
6729770,XP_002105076.1,106
6729771,XP_002105077.2,103
6729772,XP_016036457.1,91
6729772,XP_039150959.1,91
6729775,XP_002105081.1,150
6729775,XP_016036458.1,149
6729778,XP_016036460.1,100
6729782,XP_016036463.1,916
6729782,XP_016036464.1,916
6729782,XP_016036465.1,917
6729782,XP_016036466.1,885
6729782,XP_016036467.1,916
6729782,XP_016036472.1,917
6729782,XP_016036473.1,917
6729782,XP_039151061.1,886
6729783,XP_002105088.1,330
6729784,XP_002105089.2,603
6729786,XP_002105091.1,141
6729787,XP_016036475.1,299
6729788,XP_039151062.1,472
6729788,XP_039151063.1,472
6729788,XP_039151064.1,472
6729788,XP_039151065.1,472
6729788,XP_039151066.1,466
6729788,XP_039151067.1,435
6729790,XP_002105095.2,345
6729791,XP_016036478.1,167
6729792,XP_016036479.2,419
6729792,XP_016036480.2,419
6729794,XP_002105099.3,464
6729795,XP_016036481.1,1070
6729795,XP_016036482.1,1082
6729795,XP_039151346.1,1192
6729795,XP_039151347.1,1180
6729796,XP_016036484.1,406
6729799,XP_002105102.2,470
6729800,XP_016036485.1,347
6729800,XP_016036486.1,368
6729801,XP_016036487.1,228
6729802,XP_002105105.2,425
6729803,XP_002105106.1,1959
6729803,XP_016036488.1,1965
6729804,XP_002105107.1,399
6729804,XP_016036489.1,390
6729805,XP_002105108.1,485
6729805,XP_016036493.1,508
6729806,XP_002105109.2,884
6729807,XP_002105110.1,360
6729807,XP_039151151.1,283
6729808,XP_016036497.1,983
6729809,XP_002105112.1,338
6729810,XP_002105113.1,337
6729811,XP_002105114.1,339
6729812,XP_002105115.1,341
6729813,XP_002105116.1,341
6729814,XP_016036495.1,468
6729814,XP_016036496.1,522
6729815,XP_002105118.1,882
6729815,XP_039151749.1,702
6729818,XP_016036504.1,290
6729818,XP_039151750.1,546
6729819,XP_002105122.1,235
6729820,XP_016036522.1,258
6729821,XP_002105124.1,289
6729822,XP_039150802.1,1403
6729822,XP_039150803.1,92
6729823,XP_002105126.2,271
6729824,XP_002105127.1,311
6729825,XP_002105128.1,517
6729826,XP_002105129.1,581
6729826,XP_016036526.1,580
6729827,XP_002105130.2,463
6729828,XP_016036527.1,381
6729829,XP_002105132.2,884
6729830,XP_039151126.1,984
6729831,XP_002105134.2,107
6729832,XP_016036535.1,267
6729832,XP_044779255.1,267
6729833,XP_016036537.1,1410
6729834,XP_016036530.1,617
6729834,XP_016036531.1,624
6729836,XP_002105139.2,212
6729837,XP_016036539.1,729
6729837,XP_016036540.1,876
6729837,XP_016036541.1,859
6729837,XP_016036542.1,665
6729837,XP_016036543.1,812
6729837,XP_039150485.1,923
6729838,XP_016036554.1,366
6729838,XP_016036555.1,370
6729838,XP_016036556.1,363
6729839,XP_016036557.1,1690
6729839,XP_016036558.1,1704
6729839,XP_016036559.1,1689
6729839,XP_016036562.1,1705
6729839,XP_016036563.1,1705
6729839,XP_044779077.1,712
6729842,XP_002105145.1,288
6729845,XP_016036579.1,942
6729845,XP_016036581.1,946
6729845,XP_016036582.1,989
6729845,XP_039150537.1,923
6729846,XP_002105149.1,898
6729847,XP_002105150.1,507
6729847,XP_016036585.1,580
6729848,XP_002105151.2,389
6729849,XP_002105152.1,111
6729850,XP_002105153.1,155
6729851,XP_002105154.1,445
6729852,XP_016036587.1,870
6729853,XP_002105156.2,404
6729853,XP_044779104.1,404
6729854,XP_002105157.1,412
6729855,XP_016036590.1,1265
6729855,XP_016036591.1,1224
6729856,XP_002105159.1,303
6729856,XP_039150574.1,256
6729857,XP_016036592.1,524
6729857,XP_016036595.1,524
6729857,XP_039151431.1,524
6729858,XP_002105161.1,658
6729859,XP_016036597.1,1511
6729860,XP_016036598.1,1323
6729861,XP_002105164.1,428
6729863,XP_016036599.1,1431
6729863,XP_016036600.1,1433
6729863,XP_016036601.1,1430
6729863,XP_016036602.1,1432
6729864,XP_039151242.1,339
6729865,XP_016036604.1,195
6729865,XP_039151243.1,195
6729866,XP_016036605.1,717
6729866,XP_016036606.1,399
6729866,XP_016036607.1,427
6729866,XP_016036608.1,357
6729866,XP_016036609.1,278
6729866,XP_016036612.1,304
6729866,XP_016036613.1,363
6729866,XP_016036615.1,320
6729866,XP_039151229.1,787
6729866,XP_039151230.1,781
6729866,XP_039151231.1,765
6729866,XP_039151232.1,745
6729866,XP_039151233.1,723
6729866,XP_039151234.1,719
6729866,XP_039151236.1,670
6729866,XP_039151237.1,664
6729866,XP_039151238.1,644
6729866,XP_039151239.1,590
6729866,XP_039151241.1,284
6729866,XP_044779256.1,706
6729866,XP_044779257.1,680
6729866,XP_044779258.1,421
6729866,XP_044779259.1,346
6729869,XP_016036619.1,3343
6729869,XP_016036620.1,3334
6729869,XP_016036621.1,3309
6729869,XP_016036622.1,3342
6729869,XP_016036623.1,3326
6729869,XP_016036624.1,3334
6729869,XP_016036625.1,3324
6729869,XP_016036626.1,3284
6729869,XP_016036627.1,3303
6729869,XP_016036628.1,3332
6729869,XP_016036629.1,3340
6729869,XP_016036630.1,3337
6729869,XP_016036631.1,3321
6729869,XP_016036632.1,3340
6729869,XP_016036633.1,3324
6729869,XP_039151225.1,3323
6729869,XP_039151226.1,3320
6729869,XP_039151227.1,3317
6729869,XP_039151228.1,3305
6729870,XP_002105173.1,413
6729871,XP_002105174.1,157
6729872,XP_002105175.2,436
6729873,XP_016036636.2,338
6729874,XP_016036635.1,438
6729874,XP_044779348.1,402
6729875,XP_016036637.1,398
6729876,XP_002105179.2,836
6729877,XP_016036638.2,781
6729878,XP_016036641.1,990
6729879,XP_002105182.2,518
6729879,XP_016036643.1,504
6729879,XP_016036644.1,504
6729881,XP_016036646.1,573
6729881,XP_016036647.1,588
6729887,XP_002105190.2,397
6729888,XP_016036649.1,163
6729890,XP_002105193.1,283
6729891,XP_016036650.1,701
6729892,XP_002105195.1,393
6729893,XP_016036651.1,341
6729893,XP_039150363.1,341
6729894,XP_002105197.1,359
6729895,XP_002105198.2,278
6729896,XP_002105199.1,401
6729898,XP_002105200.2,850
6729898,XP_016036652.1,786
6729900,XP_016036654.2,1420
6729902,XP_002105204.1,379
6729903,XP_002105205.2,787
6729905,XP_016036660.1,445
6729906,XP_016036661.1,711
6729909,XP_016036665.1,383
6729910,XP_002105212.1,265
6729912,XP_016036669.1,651
6729912,XP_016036670.1,503
6729912,XP_016036671.1,507
6729912,XP_016036672.1,647
6729912,XP_016036673.1,640
6729914,XP_016036675.2,432
6729914,XP_039150592.1,432
6729914,XP_039150593.1,432
6729914,XP_039150594.1,432
6729914,XP_039150595.1,432
6729916,XP_016036677.1,270
6729918,XP_002105220.1,271
6729919,XP_002105221.1,111
6729920,XP_002105222.1,300
6729921,XP_039151701.1,1674
6729921,XP_039151702.1,1674
6729921,XP_039151703.1,1410
6729923,XP_016036681.1,683
6729924,XP_002105226.1,1003
6729925,XP_039150587.1,384
6729926,XP_016036684.1,332
6729926,XP_016036685.1,332
6729927,XP_016036686.1,5073
6729927,XP_039151204.1,4391
6729927,XP_039151205.1,4391
6729928,XP_002105230.1,212
6729929,XP_016036689.1,2176
6729929,XP_016036691.1,2315
6729929,XP_039151206.1,2901
6729929,XP_039151207.1,2844
6729929,XP_039151208.1,2779
6729929,XP_039151209.1,2762
6729930,XP_016036693.1,696
6729930,XP_039151210.1,621
6729933,XP_002105235.1,315
6729941,XP_002105236.1,535
6729942,XP_016036702.1,2118
6729943,XP_016036704.1,675
6729944,XP_002105239.1,351
6729945,XP_002105240.2,346
6729946,XP_002105241.1,81
6729947,XP_002105242.2,357
6729948,XP_002105243.1,370
6729949,XP_039151890.1,3587
6729950,XP_002105245.1,357
6729950,XP_016036715.1,350
6729951,XP_002105246.1,559
6729951,XP_039151069.1,368
6729953,XP_002105248.2,366
6729954,XP_002105249.1,298
6729954,XP_044779209.1,170
6729955,XP_039150847.1,197
6729956,XP_016036720.1,869
6729957,XP_016036721.2,1088
6729957,XP_016036722.2,650
6729957,XP_039151730.1,765
6729959,XP_002105253.1,621
6729960,XP_016036724.1,1225
6729961,XP_016036726.1,527
6729961,XP_039151731.1,494
6729963,XP_039150494.1,2412
6729964,XP_016036730.2,2001
6729964,XP_039150895.1,2007
6729964,XP_044779162.1,2010
6729965,XP_016036731.1,395
6729968,XP_002105262.2,682
6729969,XP_002105263.3,671
6729970,XP_002105264.2,700
6729971,XP_016036734.1,707
6729972,XP_016036732.1,450
6729972,XP_039150897.1,453
6729974,XP_016036735.1,977
6729974,XP_016036739.1,981
6729974,XP_016036740.1,887
6729974,XP_016036742.1,580
6729974,XP_016036743.1,2043
6729974,XP_016036746.1,1231
6729974,XP_016036747.1,1529
6729974,XP_016036750.1,987
6729975,XP_016036751.1,485
6729976,XP_016036752.1,413
6729976,XP_016036753.1,413
6729987,XP_016036754.1,517
6729989,XP_002105283.1,179
6729991,XP_002105285.1,834
6729993,XP_002105287.1,323
6729994,XP_016036759.1,756
6729996,XP_016036761.1,739
6729996,XP_016036763.1,739
6729996,XP_016036764.1,738
6729996,XP_039151376.1,554
6729997,XP_002105291.1,306
6729998,XP_002105292.1,319
6729999,XP_016036765.1,319
6730000,XP_016036767.1,316
6730000,XP_039151380.1,235
6730001,XP_002105295.3,849
6730002,XP_016036768.1,852
6730004,XP_039151368.1,2965
6730005,XP_039151377.1,641
6730006,XP_016036770.1,273
6730006,XP_016036771.1,365
6730007,XP_002105301.1,503
6730009,XP_002105303.3,1001
6730010,XP_016036772.1,796
6730010,XP_016036773.1,796
6730011,XP_002105305.2,654
6730014,XP_016036778.1,857
6730014,XP_039151369.1,855
6730014,XP_039151370.1,854
6730014,XP_039151371.1,852
6730014,XP_039151372.1,850
6730014,XP_039151373.1,838
6730014,XP_039151374.1,836
6730014,XP_039151375.1,833
6730015,XP_002105309.1,171
6730016,XP_016036784.1,990
6730016,XP_016036785.1,999
6730017,XP_002105311.1,263
6730019,XP_016036790.1,1374
6730020,XP_016036791.1,1320
6730022,XP_016036792.1,465
6730022,XP_016036793.1,468
6730022,XP_039151378.1,506
6730022,XP_039151379.1,503
6730023,XP_016036794.1,168
6730025,XP_002105319.1,179
6730026,XP_016036795.1,344
6730029,XP_016036797.1,431
6730030,XP_002105323.1,133
6730031,XP_002105324.1,874
6730032,XP_002105325.2,376
6730033,XP_016036798.1,1073
6730033,XP_016036799.1,1073
6730034,XP_016036800.1,923
6730034,XP_044779404.1,923
6730035,XP_039151497.1,924
6730036,XP_016036801.1,939
6730036,XP_039151494.1,927
6730037,XP_016036803.1,932
6730037,XP_044779401.1,936
6730037,XP_044779402.1,936
6730037,XP_044779403.1,936
6730038,XP_002105331.1,479
6730040,XP_016036809.1,437
6730040,XP_016036810.1,437
6730040,XP_016036811.1,437
6730040,XP_044779116.1,344
6730041,XP_016036812.1,605
6730041,XP_016036813.1,606
6730048,XP_016036816.1,1401
6730048,XP_016036818.1,920
6730048,XP_016036819.1,1232
6730048,XP_039150464.1,1466
6730048,XP_039150465.1,1465
6730048,XP_039150466.1,1295
6730048,XP_039150467.1,1230
6730048,XP_039150468.1,927
6730048,XP_039150469.1,921
6730049,XP_016036821.1,643
6730049,XP_044779112.1,643
6730049,XP_044779113.1,643
6730050,XP_002105343.2,327
6730051,XP_002105344.1,98
6730052,XP_016036822.1,251
6730052,XP_016036824.1,251
6730052,XP_016036826.1,251
6730052,XP_039150473.1,251
6730052,XP_044779117.1,251
6730054,XP_016036827.1,511
6730054,XP_016036828.1,515
6730054,XP_016036829.1,511
6730054,XP_039150470.1,511
6730054,XP_039150471.1,511
6730054,XP_044779114.1,511
6730054,XP_044779115.1,511
6730055,XP_016036832.1,812
6730055,XP_016036833.1,817
6730055,XP_044779111.1,856
6730057,XP_002105350.1,212
6730059,XP_002105352.1,514
6730060,XP_002105353.3,211
6730061,XP_002105354.2,237
6730062,XP_002105355.1,198
6730063,XP_016036835.1,374
6730063,XP_016036836.1,368
6730063,XP_039151879.1,374
6730063,XP_039151880.1,374
6730063,XP_044779405.1,374
6730064,XP_002105357.1,446
6730064,XP_016036837.1,467
6730066,XP_002105359.1,317
6730068,XP_016036838.1,807
6730069,XP_016036839.1,548
6730071,XP_016036841.1,457
